Name,Brand,Price,Old_price,Discount,Category,Model,Gender,Color,Material,Savings,Brand_Price_Diff,Price_bucket,Is_Premium_Brand
Polaris SarahfInt 5Fx,Polaris,11990.0,11990.0,0.0,Polaris сандалии,SARAH.F-INT 5FX,Девочка,Черный,кожа,0.0,4000.0,Budget,0
Polaris DimpleInt 5Fx  008,Polaris,10990.0,10990.0,0.0,Polaris сандалии,DIMPLE-INT 5FX,Мальчик,Синий,кожа,0.0,3000.0,Budget,0
Polaris JessieInt 5Fx  010,Polaris,9990.0,9990.0,0.0,Polaris сандалии,JESSIE-INT 5FX,Девочка,Розовый,кожа,0.0,2000.0,Budget,0
Polaris Int1225Y103 5Fx,Polaris,10990.0,10990.0,0.0,Polaris сандалии,INT1225Y103 5FX,Женщины,Бежевый,кожа,0.0,3000.0,Budget,0
Polaris Int1225Y104 5Fx  002,Polaris,11990.0,11990.0,0.0,Polaris сандалии,INT1225Y104 5FX,Женщины,Зеленый,кожа,0.0,4000.0,Budget,0
Polaris Int1225Y111 5Fx  004,Polaris,12990.0,12990.0,0.0,Polaris сандалии,INT1225Y111 5FX,Женщины,Бежевый,кожа,0.0,5000.0,Budget,0
Kinetix AlonsobInt 5Fx,Kinetix,10990.0,10990.0,0.0,Kinetix сандалии,ALONSO.B-INT 5FX,Мальчик,Синий,кожа,0.0,-2000.0,Budget,0
Polaris GiritInt 5Fx,Polaris,10990.0,10990.0,0.0,Polaris сандалии,GIRIT-INT 5FX,Мальчик,Серый,кожа,0.0,3000.0,Budget,0
Kinetix MhapoInt 5Fx,Kinetix,12990.0,12990.0,0.0,Kinetix сандалии,MHAPO-INT 5FX,Мальчик,Черный,кожа/Текстиль,0.0,0.0,Budget,0
Lumberjack ArianaInt 5Fx,Lumberjack,11990.0,11990.0,0.0,Lumberjack сандалии,ARIANA-INT 5FX,Девочка,Розовый,кожа/Текстиль,0.0,-2000.0,Budget,0
Kinetix CobainpInt 5Fx  010,Kinetix,9990.0,9990.0,0.0,Kinetix сандалии,COBAIN.P-INT 5FX,Девочка,Розовый,кожа,0.0,-3000.0,Budget,0
Polaris SamanthapInt 5Fx,Polaris,9990.0,9990.0,0.0,Polaris сандалии,SAMANTHA.P-INT 5FX,Девочка,Бежевый,кожа,0.0,2000.0,Budget,0
Polaris SarahfInt 5Fx,Polaris,11990.0,11990.0,0.0,Polaris сандалии,SARAH.F-INT 5FX,Девочка,Бежевый,кожа,0.0,4000.0,Budget,0
Travel Soft Int1225Y095 5Fx  016,Travel Soft,9990.0,9990.0,0.0,Travel Soft сандалии,INT1225Y095 5FX,Женщины,Серый,кожа,0.0,-3000.0,Budget,0
Polaris Int1225Y111 5Fx  019,Polaris,12990.0,12990.0,0.0,Polaris сандалии,INT1225Y111 5FX,Женщины,Розовый,кожа,0.0,5000.0,Budget,0
Butigo Int1225Y116 5Fx,Butigo,12990.0,12990.0,0.0,Butigo сандалии,INT1225Y116 5FX,Женщины,Коричневый,кожа,0.0,-1000.0,Budget,0
Kinetix HalleyInt 5Fx,Kinetix,12990.0,12990.0,0.0,Kinetix сандалии,HALLEY-INT 5FX,Девочка,Серебро,кожа/Текстиль,0.0,0.0,Budget,0
Kinetix HandsomepInt 5Fx,Kinetix,10990.0,10990.0,0.0,Kinetix сандалии,HANDSOME.P-INT 5FX,Мальчик,Черный,кожа,0.0,-2000.0,Budget,0
Lumberjack ArianaInt 5Fx,Lumberjack,11990.0,11990.0,0.0,Lumberjack сандалии,ARIANA-INT 5FX,Девочка,Белый,кожа/Текстиль,0.0,-2000.0,Budget,0
Polaris CarriefInt 5Fx,Polaris,11990.0,11990.0,0.0,Polaris сандалии,CARRIE.F-INT 5FX,Девочка,Бежевый,кожа/Текстиль,0.0,4000.0,Budget,0
Polaris NatashafInt 5Fx,Polaris,10990.0,10990.0,0.0,Polaris сандалии,NATASHA.F-INT 5FX,Девочка,Серебро,кожа,0.0,3000.0,Budget,0
Polaris NatashapInt 5Fx,Polaris,9990.0,9990.0,0.0,Polaris сандалии,NATASHA.P-INT 5FX,Девочка,Серебро,кожа,0.0,2000.0,Budget,0
Polaris SarahgInt 5Fx,Polaris,11990.0,11990.0,0.0,Polaris сандалии,SARAH.G-INT 5FX,Девочка,Черный,кожа,0.0,4000.0,Budget,0
Polaris DimpleInt 5Fx,Polaris,10990.0,10990.0,0.0,Polaris сандалии,DIMPLE-INT 5FX,Мальчик,Зеленый,кожа,0.0,3000.0,Budget,0
Travel Soft Int1225Y095 5Fx  008,Travel Soft,9990.0,9990.0,0.0,Travel Soft сандалии,INT1225Y095 5FX,Женщины,Коричневый,кожа,0.0,-3000.0,Budget,0
Butigo Int1225Y116 5Fx  005,Butigo,12990.0,12990.0,0.0,Butigo сандалии,INT1225Y116 5FX,Женщины,Белый,кожа,0.0,-1000.0,Budget,0
Kinetix AlonsobInt 5Fx,Kinetix,10990.0,10990.0,0.0,Kinetix сандалии,ALONSO.B-INT 5FX,Мальчик,Зеленый,кожа,0.0,-2000.0,Budget,0
Kinetix ChapoInt 5Fx,Kinetix,12990.0,12990.0,0.0,Kinetix сандалии,CHAPO-INT 5FX,Мальчик,Зеленый,кожа,0.0,0.0,Budget,0
Kinetix HandsomepInt 5Fx,Kinetix,10990.0,10990.0,0.0,Kinetix сандалии,HANDSOME.P-INT 5FX,Мальчик,Зеленый,кожа,0.0,-2000.0,Budget,0
Polaris ChainedInt 5Fx,Polaris,12990.0,12990.0,0.0,Polaris сандалии,CHAINED-INT 5FX,Девочка,Черный,кожа,0.0,5000.0,Budget,0
Lumberjack RagnarInt 5Fx  008,Lumberjack,12990.0,12990.0,0.0,Lumberjack сандалии,RAGNAR-INT 5FX,Мальчик,Синий,кожа/Текстиль,0.0,-1000.0,Budget,0
Kinetix DexterfInt 5Fx,Kinetix,11990.0,11990.0,0.0,Kinetix сандалии,DEXTER.F-INT 5FX,Мальчик,Зеленый,кожа,0.0,-1000.0,Budget,0
Kinetix DexterpInt 5Fx,Kinetix,11990.0,11990.0,0.0,Kinetix сандалии,DEXTER.P-INT 5FX,Мальчик,Черный,кожа,0.0,-1000.0,Budget,0
Kinetix FalloutInt 5Fx,Kinetix,11990.0,11990.0,0.0,Kinetix сандалии,FALLOUT-INT 5FX,Мальчик,Зеленый,Текстиль,0.0,-1000.0,Budget,0
Kinetix FalloutInt 5Fx,Kinetix,11990.0,11990.0,0.0,Kinetix сандалии,FALLOUT-INT 5FX,Мальчик,Черный,Текстиль,0.0,-1000.0,Budget,0
Polaris GiritInt 5Fx,Polaris,10990.0,10990.0,0.0,Polaris сандалии,GIRIT-INT 5FX,Мальчик,Синий,кожа,0.0,3000.0,Budget,0
Kinetix MinnesotaInt 5Fx  002,Kinetix,10990.0,10990.0,0.0,Kinetix сандалии,MINNESOTA-INT 5FX,Мальчик,Синий,кожа,0.0,-2000.0,Budget,0
Kinetix CobainfInt 5Fx  010,Kinetix,10990.0,10990.0,0.0,Kinetix сандалии,COBAIN.F-INT 5FX,Девочка,Розовый,кожа,0.0,-2000.0,Budget,0
Polaris SamanthafInt 5Fx,Polaris,10990.0,10990.0,0.0,Polaris сандалии,SAMANTHA.F-INT 5FX,Девочка,Бежевый,кожа,0.0,3000.0,Budget,0
Kinetix CheerfulInt 5Fx,Kinetix,10990.0,10990.0,0.0,Kinetix сандалии,CHEERFUL-INT 5FX,Девочка,Розовый,Текстиль,0.0,-2000.0,Budget,0
Polaris GoldenstoneInt 5Fx,Polaris,9990.0,9990.0,0.0,Polaris сандалии,GOLDENSTONE-INT 5FX,Девочка,Серебро,кожа,0.0,2000.0,Budget,0
Kinetix Int1224Y086 5Fx,Kinetix,14990.0,14990.0,0.0,Kinetix сандалии,INT1224Y086 5FX,Женщины,Черный,Полиамид,0.0,2000.0,Budget,0
Dockers 238657 5Fx,DOCKERS,11990.0,11990.0,0.0,DOCKERS сандалии,238657 5FX,Мужчины,Коричневый,кожа,0.0,-13000.0,Budget,0
Polaris AlanbInt 5Fx,Polaris,10990.0,10990.0,0.0,Polaris сандалии,ALAN.B-INT 5FX,Мальчик,Черный,кожа,0.0,3000.0,Budget,0
Kinetix HalleyInt 5Fx  010,Kinetix,12990.0,12990.0,0.0,Kinetix сандалии,HALLEY-INT 5FX,Девочка,Розовый,кожа/Текстиль,0.0,0.0,Budget,0
Kinetix HappierInt 5Fx,Kinetix,10990.0,10990.0,0.0,Kinetix сандалии,HAPPIER-INT 5FX,Девочка,Белый,Текстиль,0.0,-2000.0,Budget,0
Kinetix RingInt 5Fx,Kinetix,12990.0,12990.0,0.0,Kinetix сандалии,RING-INT 5FX,Девочка,Белый,кожа,0.0,0.0,Budget,0
Kinetix RingInt 5Fx,Kinetix,12990.0,12990.0,0.0,Kinetix сандалии,RING-INT 5FX,Девочка,Бежевый,кожа,0.0,0.0,Budget,0
Lumberjack JuiceInt 5Fx  004,Lumberjack,12990.0,12990.0,0.0,Lumberjack сандалии,JUICE-INT 5FX,Мальчик,Черный,кожа,0.0,-1000.0,Budget,0
Kinetix MinnesotaInt 5Fx,Kinetix,10990.0,10990.0,0.0,Kinetix сандалии,MINNESOTA-INT 5FX,Мальчик,Зеленый,кожа,0.0,-2000.0,Budget,0
Kinetix RodosInt 5Fx,Kinetix,10990.0,10990.0,0.0,Kinetix сандалии,RODOS-INT 5FX,Мальчик,Синий,кожа,0.0,-2000.0,Budget,0
Kinetix RodosInt 5Fx  007,Kinetix,10990.0,10990.0,0.0,Kinetix сандалии,RODOS-INT 5FX,Мальчик,Коричневый,кожа,0.0,-2000.0,Budget,0
Polaris CarriefInt 5Fx,Polaris,11990.0,11990.0,0.0,Polaris сандалии,CARRIE.F-INT 5FX,Девочка,Черный,кожа/Текстиль,0.0,4000.0,Budget,0
Polaris SamanthafInt 5Fx  010,Polaris,10990.0,10990.0,0.0,Polaris сандалии,SAMANTHA.F-INT 5FX,Девочка,Розовый,кожа,0.0,3000.0,Budget,0
Polaris SamanthapInt 5Fx  010,Polaris,9990.0,9990.0,0.0,Polaris сандалии,SAMANTHA.P-INT 5FX,Девочка,Розовый,кожа,0.0,2000.0,Budget,0
Lumberjack JuiceInt 5Fx,Lumberjack,12990.0,12990.0,0.0,Lumberjack сандалии,JUICE-INT 5FX,Мальчик,Зеленый,кожа,0.0,-1000.0,Budget,0
adidas Galaxy 7 M,adidas,36990.0,36990.0,0.0,adidas обувь,GALAXY 7 M,Мужчины,Белый,Текстиль,0.0,5000.0,Premium,0
Polaris 25Cn  Funny Strawhat 5Fx,Polaris,4990.0,4990.0,0.0,Polaris,25CN  FUNNY STRAWHAT 5FX,Девочка,Розовый,Текстиль,0.0,-3000.0,Budget,0
Polaris 25Cn Space Hat 5Fx,Polaris,4990.0,4990.0,0.0,Polaris,25CN SPACE HAT 5FX,Мальчик,Черный,Полиэстер,0.0,-3000.0,Budget,0
Lumberjack 25Cn Tech Cap 5Fx,Lumberjack,6990.0,6990.0,0.0,Lumberjack шляпа,25CN TECH CAP 5FX,Унисекс,Черный,Полиэстер,0.0,-7000.0,Budget,0
Lumberjack 25Cn Tech Cap 5Fx,Lumberjack,6990.0,6990.0,0.0,Lumberjack шляпа,25CN TECH CAP 5FX,Унисекс,Белый,Полиэстер,0.0,-7000.0,Budget,0
adidas Eclyptix 2000,adidas,44990.0,44990.0,0.0,adidas обувь,ECLYPTIX 2000,Мужчины,Синий,Текстиль,0.0,13000.0,Premium,0
adidas Runfalcon 5,adidas,34990.0,34990.0,0.0,adidas обувь для бега,RUNFALCON 5,Мужчины,Белый,Текстиль,0.0,3000.0,Premium,0
adidas Duramo Rc U,adidas,34990.0,34990.0,0.0,adidas обувь для бега,DURAMO RC U,Мужчины,Серый,Текстиль,0.0,3000.0,Premium,0
Puma Ess No 1 Logo Tee,Puma,13990.0,13990.0,0.0,Puma футболка,ESS No. 1 Logo Tee,Женщины,Черный,Хлопок,0.0,-16000.0,Budget,1
Lumberjack Nilla 5Fx,Lumberjack,18990.0,18990.0,0.0,Lumberjack сандалии,NILLA 5FX,Женщины,Черный,кожа,0.0,5000.0,Mid-range,0
Polaris 325571Z 5Fx,Polaris,15990.0,15990.0,0.0,Polaris сандалии,325571.Z 5FX,Женщины,Бежевый,кожа,0.0,8000.0,Mid-range,0
Polaris Int1225Y102 5Fx,Polaris,10990.0,10990.0,0.0,Polaris сандалии,INT1225Y102 5FX,Женщины,Бежевый,Текстиль,0.0,3000.0,Budget,0
Polaris Int1225Y102 5Fx,Polaris,10990.0,10990.0,0.0,Polaris сандалии,INT1225Y102 5FX,Женщины,Черный,Текстиль,0.0,3000.0,Budget,0
Travel Soft Int1225Y142 5Fx,Travel Soft,15990.0,15990.0,0.0,Travel Soft сандалии,INT1225Y142 5FX,Женщины,Зеленый,кожа,0.0,3000.0,Mid-range,0
Travel Soft Int1225Y142 5Fx  004,Travel Soft,15990.0,15990.0,0.0,Travel Soft сандалии,INT1225Y142 5FX,Женщины,Коричневый,кожа,0.0,3000.0,Mid-range,0
Polaris Int1225Y146 5Fx  007,Polaris,14990.0,14990.0,0.0,Polaris сандалии,INT1225Y146 5FX,Женщины,Коричневый,кожа,0.0,7000.0,Budget,0
Polaris Int1225Y146 5Fx,Polaris,14990.0,14990.0,0.0,Polaris сандалии,INT1225Y146 5FX,Женщины,Черный,кожа,0.0,7000.0,Budget,0
Travel Soft Int1224Y139 5Fx,Travel Soft,13990.0,13990.0,0.0,Travel Soft сандалии,INT1224Y139 5FX,Женщины,Бежевый,кожа,0.0,1000.0,Budget,0
Butigo Int1225Y152 5Fx  008,Butigo,13990.0,13990.0,0.0,Butigo сандалии,INT1225Y152 5FX,Женщины,Коричневый,кожа,0.0,0.0,Budget,0
Butigo Int1225Y152 5Fx,Butigo,13990.0,13990.0,0.0,Butigo сандалии,INT1225Y152 5FX,Женщины,Черный,кожа,0.0,0.0,Budget,0
Butigo Int1225Y153 5Fx  005,Butigo,14990.0,14990.0,0.0,Butigo сандалии,INT1225Y153 5FX,Женщины,Белый,кожа,0.0,1000.0,Budget,0
Butigo Int1225Y153 5Fx,Butigo,14990.0,14990.0,0.0,Butigo сандалии,INT1225Y153 5FX,Женщины,Черный,кожа,0.0,1000.0,Budget,0
Butigo Int1225Y154 5Fx  007,Butigo,12990.0,12990.0,0.0,Butigo сандалии,INT1225Y154 5FX,Женщины,Коричневый,кожа,0.0,-1000.0,Budget,0
Butigo Int1225Y155 5Fx,Butigo,12990.0,12990.0,0.0,Butigo сандалии,INT1225Y155 5FX,Женщины,Бежевый,кожа,0.0,-1000.0,Budget,0
Butigo Int1225Y155 5Fx,Butigo,12990.0,12990.0,0.0,Butigo сандалии,INT1225Y155 5FX,Женщины,Черный,кожа,0.0,-1000.0,Budget,0
Butigo Int1225Y157 5Fx,Butigo,12990.0,12990.0,0.0,Butigo сандалии,INT1225Y157 5FX,Женщины,Черный,кожа,0.0,-1000.0,Budget,0
Butigo Int1225Y126 5Fx,Butigo,13990.0,13990.0,0.0,Butigo сандалии,INT1225Y126 5FX,Женщины,Черный,кожа,0.0,0.0,Budget,0
Butigo Int1225Y126 5Fx,Butigo,13990.0,13990.0,0.0,Butigo сандалии,INT1225Y126 5FX,Женщины,Белый,кожа,0.0,0.0,Budget,0
Travel Soft Int1225Y140 5Fx  005,Travel Soft,14990.0,14990.0,0.0,Travel Soft сандалии,INT1225Y140 5FX,Женщины,Белый,кожа,0.0,2000.0,Budget,0
Travel Soft Int1225Y140 5Fx  007,Travel Soft,14990.0,14990.0,0.0,Travel Soft сандалии,INT1225Y140 5FX,Женщины,Коричневый,кожа,0.0,2000.0,Budget,0
Travel Soft Int1225Y144 5Fx,Travel Soft,13990.0,13990.0,0.0,Travel Soft сандалии,INT1225Y144 5FX,Женщины,Красный,кожа,0.0,1000.0,Budget,0
Butigo Int1225Y154 5Fx,Butigo,12990.0,12990.0,0.0,Butigo сандалии,INT1225Y154 5FX,Женщины,Черный,кожа,0.0,-1000.0,Budget,0
Butigo Int1225Y157 5Fx,Butigo,12990.0,12990.0,0.0,Butigo сандалии,INT1225Y157 5FX,Женщины,Белый,кожа,0.0,-1000.0,Budget,0
Kinetix Int1125Y070 5Fx,Kinetix,9990.0,9990.0,0.0,Kinetix сандалии,INT1125Y070 5FX,Мужчины,Синий,кожа,0.0,-3000.0,Budget,0
Polaris 325572Z 5Fx  013,Polaris,12990.0,12990.0,0.0,Polaris сандалии,325572.Z 5FX,Женщины,Коричневый,кожа,0.0,5000.0,Budget,0
Garamond Crusta 5Fx,Garamond,24990.0,24990.0,0.0,Garamond обувь,CRUSTA 5FX,Мужчины,Синий,Кожа,0.0,9000.0,Mid-range,0
Polaris 325572Z 5Fx,Polaris,12990.0,12990.0,0.0,Polaris сандалии,325572.Z 5FX,Женщины,Черный,кожа,0.0,5000.0,Budget,0
Polaris 323635Z 5Fx,Polaris,14990.0,14990.0,0.0,Polaris сандалии,323635.Z 5FX,Женщины,Черный,Текстиль,0.0,7000.0,Budget,0
I Cool DemiInt 5Fx  010,I Cool,6990.0,6990.0,0.0,I Cool сандалии,DEMI-INT 5FX,Девочка,Розовый,Текстиль,0.0,-2000.0,Budget,0
Kinetix WaveboyInt 5Fx,Kinetix,5990.0,5990.0,0.0,Kinetix сандалии,WAVEBOY-INT 5FX,Мальчик,Черный,Синтетика,0.0,-7000.0,Budget,0
Lumberjack Flex 5Fx,Lumberjack,24990.0,24990.0,0.0,Lumberjack кроссовки,FLEX 5FX,Мужчины,Черный,Текстиль,0.0,11000.0,Mid-range,0
Puma Cassia Rose Metallic Drea,Puma,49990.0,49990.0,0.0,Puma кроссовки,Cassia Rose Metallic Drea,Женщины,Белый,кожа,0.0,20000.0,Premium,1
Dockers 236800 5Fx,DOCKERS,22990.0,22990.0,0.0,DOCKERS сандалии,236800 5FX,Мужчины,Черный,Текстиль,0.0,-2000.0,Mid-range,0
Dockers 236810 5Fx,DOCKERS,19990.0,19990.0,0.0,DOCKERS сандалии,236810 5FX,Мужчины,Зеленый,Текстиль,0.0,-5000.0,Mid-range,0
Kinetix Int1125Y084 5Fx,Kinetix,14990.0,14990.0,0.0,Kinetix сандалии,INT1125Y084 5FX,Мужчины,Серый,кожа,0.0,2000.0,Budget,0
Dockers 236810 5Fx,DOCKERS,19990.0,19990.0,0.0,DOCKERS сандалии,236810 5FX,Мужчины,Черный,Текстиль,0.0,-5000.0,Mid-range,0
Kinetix Int1125Y084 5Fx,Kinetix,14990.0,14990.0,0.0,Kinetix сандалии,INT1125Y084 5FX,Мужчины,Синий,кожа,0.0,2000.0,Budget,0
Polaris Int1125Y088 5Fx,Polaris,16990.0,16990.0,0.0,Polaris сандалии,INT1125Y088 5FX,Мужчины,Коричневый,кожа,0.0,9000.0,Mid-range,0
Kinetix Int1125Y085 5Fx,Kinetix,14990.0,14990.0,0.0,Kinetix сандалии,INT1125Y085 5FX,Мужчины,Серый,кожа,0.0,2000.0,Budget,0
Polaris Int1125Y087 5Fx,Polaris,14990.0,14990.0,0.0,Polaris сандалии,INT1125Y087 5FX,Мужчины,Черный,Текстиль,0.0,7000.0,Budget,0
Butigo Int1225Y125 5Fx  007,Butigo,12990.0,12990.0,0.0,Butigo сандалии,INT1225Y125 5FX,Женщины,Коричневый,кожа,0.0,-1000.0,Budget,0
Polaris Int1125Y088 5Fx,Polaris,16990.0,16990.0,0.0,Polaris сандалии,INT1125Y088 5FX,Мужчины,Черный,кожа,0.0,9000.0,Mid-range,0
Polaris Int1125Y100 5Fx,Polaris,14990.0,14990.0,0.0,Polaris сандалии,INT1125Y100 5FX,Мужчины,Черный,Кожа,0.0,7000.0,Budget,0
Polaris Int1125Y087 5Fx  003,Polaris,14990.0,14990.0,0.0,Polaris сандалии,INT1125Y087 5FX,Мужчины,Коричневый,Текстиль,0.0,7000.0,Budget,0
Polaris Int1125Y086 5Fx,Polaris,17990.0,17990.0,0.0,Polaris сандалии,INT1125Y086 5FX,Мужчины,Серый,кожа,0.0,10000.0,Mid-range,0
Polaris Int1125Y086 5Fx  013,Polaris,17990.0,17990.0,0.0,Polaris сандалии,INT1125Y086 5FX,Мужчины,Коричневый,кожа,0.0,10000.0,Mid-range,0
Kinetix Int1125Y085 5Fx,Kinetix,14990.0,14990.0,0.0,Kinetix сандалии,INT1125Y085 5FX,Мужчины,Черный,кожа,0.0,2000.0,Budget,0
Kinetix Int1125Y109 5Fx,Kinetix,17990.0,17990.0,0.0,Kinetix сандалии,INT1125Y109 5FX,Мужчины,Зеленый,Кожа/Текстиль,0.0,5000.0,Mid-range,0
Kinetix Int1125Y109 5Fx,Kinetix,17990.0,17990.0,0.0,Kinetix сандалии,INT1125Y109 5FX,Мужчины,Черный,Кожа/Текстиль,0.0,5000.0,Mid-range,0
Reebok Rbh1300001 Badge Cap,Reebok,11990.0,11990.0,0.0,Reebok,RBH1300-001 Badge Cap,Унисекс,Черный,Полиэстер,0.0,-13600.0,Budget,1
Polaris Int1225Y113 5Fx  005,Polaris,10990.0,10990.0,0.0,Polaris сандалии,INT1225Y113 5FX,Женщины,Белый,кожа,0.0,3000.0,Budget,0
Polaris 407070Z5Fx,Polaris,15990.0,15990.0,0.0,Polaris сандалии,407070.Z5FX,Женщины,Зеленый,кожа,0.0,8000.0,Mid-range,0
Polaris Int1225Y081 5Fx,Polaris,12990.0,12990.0,0.0,Polaris сандалии,INT1225Y081 5FX,Женщины,Черный,кожа,0.0,5000.0,Budget,0
Polaris Int1225Y113 5Fx  007,Polaris,10990.0,10990.0,0.0,Polaris сандалии,INT1225Y113 5FX,Женщины,Коричневый,кожа,0.0,3000.0,Budget,0
Butigo Int1225Y117 5Fx,Butigo,10990.0,10990.0,0.0,Butigo сандалии,INT1225Y117 5FX,Женщины,Белый,кожа,0.0,-3000.0,Budget,0
Butigo Int1225Y117 5Fx,Butigo,10990.0,10990.0,0.0,Butigo сандалии,INT1225Y117 5FX,Женщины,Черный,кожа,0.0,-3000.0,Budget,0
Butigo Int1225Y133 5Fx  007,Butigo,13990.0,13990.0,0.0,Butigo сандалии,INT1225Y133 5FX,Женщины,Коричневый,кожа,0.0,0.0,Budget,0
Butigo Int1225Y133 5Fx,Butigo,13990.0,13990.0,0.0,Butigo сандалии,INT1225Y133 5FX,Женщины,Бежевый,кожа,0.0,0.0,Budget,0
Polaris Int1225Y139 5Fx  008,Polaris,11990.0,11990.0,0.0,Polaris сандалии,INT1225Y139 5FX,Женщины,Синий,кожа,0.0,4000.0,Budget,0
Polaris Int1225Y139 5Fx,Polaris,11990.0,11990.0,0.0,Polaris сандалии,INT1225Y139 5FX,Женщины,Черный,кожа,0.0,4000.0,Budget,0
Polaris Int1225Y150 5Fx  008,Polaris,11990.0,11990.0,0.0,Polaris сандалии,INT1225Y150 5FX,Женщины,Коричневый,кожа,0.0,4000.0,Budget,0
Polaris Int1225Y150 5Fx,Polaris,11990.0,11990.0,0.0,Polaris сандалии,INT1225Y150 5FX,Женщины,Черный,кожа,0.0,4000.0,Budget,0
Polaris Int1125Y092 5Fx,Polaris,13990.0,13990.0,0.0,Polaris сандалии,INT1125Y092 5FX,Мужчины,Черный,кожа,0.0,6000.0,Budget,0
Polaris Int1125Y092 5Fx,Polaris,13990.0,13990.0,0.0,Polaris сандалии,INT1125Y092 5FX,Мужчины,Коричневый,кожа,0.0,6000.0,Budget,0
Polaris Int1125Y077 5Fx,Polaris,14990.0,14990.0,0.0,Polaris сандалии,INT1125Y077 5FX,Мужчины,Черный,Кожа,0.0,7000.0,Budget,0
Polaris Int1125Y077 5Fx,Polaris,14990.0,14990.0,0.0,Polaris сандалии,INT1125Y077 5FX,Мужчины,Серый,Кожа,0.0,7000.0,Budget,0
Polaris Int1125Y091 5Fx,Polaris,13990.0,13990.0,0.0,Polaris сандалии,INT1125Y091 5FX,Мужчины,Коричневый,кожа,0.0,6000.0,Budget,0
Reebok Floatride Energy 6  017,Reebok,54990.0,54990.0,0.0,Reebok обувь,FLOATRIDE ENERGY 6,Женщины,Aqua,Текстиль,0.0,29400.0,Luxury,1
Reebok Reebok Clean Slide,Reebok,9990.0,9990.0,0.0,Reebok сандалии,REEBOK CLEAN SLIDE,Унисекс,Черный,Другие,0.0,-15600.0,Budget,1
Polaris 325569Z 5Fx,Polaris,15990.0,15990.0,0.0,Polaris сандалии,325569.Z 5FX,Женщины,Черный,кожа,0.0,8000.0,Mid-range,0
Polaris 325569Z 5Fx,Polaris,15990.0,15990.0,0.0,Polaris сандалии,325569.Z 5FX,Женщины,Зеленый,кожа,0.0,8000.0,Mid-range,0
adidas Galaxy 7 W  008,adidas,36990.0,36990.0,0.0,adidas обувь,GALAXY 7 W,Женщины,Синий,Текстиль,0.0,5000.0,Premium,0
Lumberjack Dublin 5Fx,Lumberjack,29990.0,29990.0,0.0,Lumberjack обувь,DUBLIN 5FX,Мужчины,Черный,Текстиль,0.0,16000.0,Mid-range,0
Reebok Classic Az,Reebok,39990.0,39990.0,0.0,Reebok кроссовки,CLASSIC AZ,Женщины,Черный,Кожа/Текстиль,0.0,14400.0,Premium,1
Polaris 407066Z5Fx  008,Polaris,14990.0,14990.0,0.0,Polaris сандалии,407066.Z5FX,Женщины,Синий,кожа,0.0,7000.0,Budget,0
Kinetix Galvez 5Fx,Kinetix,11990.0,11990.0,0.0,Kinetix сандалии,GALVEZ 5FX,Женщины,Белый,Синтетика,0.0,-1000.0,Budget,0
Polaris 166962Z5Fx  019,Polaris,16990.0,16990.0,0.0,Polaris,166962.Z5FX,Женщины,Розовый,Полиамид,0.0,9000.0,Mid-range,0
Polaris 407066Z5Fx,Polaris,14990.0,14990.0,0.0,Polaris сандалии,407066.Z5FX,Женщины,Бежевый,кожа,0.0,7000.0,Budget,0
Polaris Int1225Y120 5Fx  007,Polaris,9990.0,9990.0,0.0,Polaris сандалии,INT1225Y120 5FX,Женщины,Коричневый,кожа,0.0,2000.0,Budget,0
Butigo Int1223Y068 5Fx  012,Butigo,12990.0,12990.0,0.0,Butigo сандалии,INT1223Y068 5FX,Женщины,Серый,Текстиль,0.0,-1000.0,Budget,0
Polaris Int1125Y099 5Fx,Polaris,10990.0,10990.0,0.0,Polaris сандалии,INT1125Y099 5FX,Мужчины,Черный,кожа,0.0,3000.0,Budget,0
Polaris Int1125Y110 5Fx,Polaris,11990.0,11990.0,0.0,Polaris сандалии,INT1125Y110 5FX,Мужчины,Коричневый,кожа,0.0,4000.0,Budget,0
Kinetix IntMunson5Fx,Kinetix,17990.0,17990.0,0.0,Kinetix кроссовки,INT-MUNSON-5FX,Мужчины,Черный,Полиамид,0.0,5000.0,Mid-range,0
Kinetix IntMariam5Fx  006,Kinetix,17990.0,17990.0,0.0,Kinetix кроссовки,INT-MARIAM-5FX,Женщины,Оранжевый,кожа/Текстиль,0.0,5000.0,Mid-range,0
Polaris BirkeInt 5Fx  007,Polaris,8990.0,8990.0,0.0,Polaris сандалии,BIRKE-INT 5FX,Мальчик,Коричневый,кожа,0.0,1000.0,Budget,0
Polaris HoustonckInt 5Fx,Polaris,7990.0,7990.0,0.0,Polaris сандалии,HOUSTON.CK-INT 5FX,Мальчик,Синий,кожа,0.0,0.0,Budget,0
Polaris BradyckInt 5Fx,Polaris,4990.0,4990.0,0.0,Polaris сандалии,BRADY.CK-INT 5FX,Девочка,Синий,Текстиль,0.0,-3000.0,Budget,0
Polaris Int1225Y129 5Fx,Polaris,12990.0,12990.0,0.0,Polaris сандалии,INT1225Y129 5FX,Женщины,Коричневый,кожа,0.0,5000.0,Budget,0
Polaris Int1225Y136 5Fx,Polaris,10990.0,10990.0,0.0,Polaris сандалии,INT1225Y136 5FX,Женщины,Черный,кожа,0.0,3000.0,Budget,0
Polaris Int1223Y051 5Fx,Polaris,12990.0,12990.0,0.0,Polaris сандалии,INT1223Y051 5FX,Женщины,Черный,кожа,0.0,5000.0,Budget,0
